temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),weather_code (wmo code),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),precipitation_hours (h),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),wind_gusts_10m_mean (km/h),wind_gusts_10m_min (km/h),sin_day,had_precipitation
21.3,0.0,17.4,3,250,15.21,0,31,12.1,61,17.4,5.8,-0.8692328164574792,0
21.5,0.0,27.1,2,233,13.57,0,26,7.5,41,30.3,10.1,-0.8605996962501181,0
18.5,0.0,27.0,3,264,13.27,0,30,8.2,53,35.3,21.2,-0.8517119107469189,0
18.6,0.0,18.6,3,243,15.57,0,30,6.7,48,21.3,11.2,-0.8425720899866032,0
18.9,0.0,16.2,3,199,16.83,0,48,2.7,36,20.8,11.5,-0.8331829385891785,0
20.2,0.0,8.7,0,92,16.76,0,0,1.9,32,13.8,9.4,-0.8235472349556007,0
20.7,0.0,21.1,0,52,16.64,0,1,8.1,46,25.2,13.7,-0.8136678304455991,0
22.1,0.0,12.3,3,74,16.58,0,42,11.1,59,15.7,10.8,-0.8035476485339116,0
23.0,0.0,22.2,3,201,16.42,0,40,3.7,32,23.5,10.1,-0.7931896839451843,0
20.6,0.0,12.7,3,4,16.22,0,10,12.0,62,16.7,10.4,-0.7825970017677834,0
20.6,0.0,14.0,2,50,15.99,0,9,12.2,62,21.8,15.1,-0.7717727365467836,0
21.4,0.0,13.8,1,351,15.83,0,3,10.9,57,18.5,8.3,-0.7607200913564104,0
20.1,0.0,11.5,3,339,13.79,0,36,11.4,63,18.7,13.0,-0.7494423368521954,0
18.6,0.0,17.1,2,323,14.0,0,14,9.6,58,20.5,8.3,-0.7379428103031386,0
18.3,0.0,17.2,3,349,13.64,0,55,8.7,57,22.9,11.9,-0.7262249146041543,0
18.1,0.0,18.1,3,14,15.03,0,70,8.5,56,25.7,14.8,-0.7142921172691032,0
18.3,0.0,16.6,1,343,15.09,0,13,10.0,61,25.2,16.2,-0.7021479494046978,0
19.1,0.0,19.5,1,318,12.69,0,25,11.3,64,25.1,13.3,-0.6897960046655887,0
18.4,0.0,11.9,1,334,14.29,0,8,9.9,60,19.3,10.8,-0.6772399381909491,0
18.1,0.0,8.6,0,8,15.07,0,2,8.8,57,13.6,6.1,-0.6644834655228552,0
17.8,0.0,19.3,3,24,11.38,0,30,8.9,59,23.3,8.6,-0.6515303615068021,0
18.5,0.0,20.2,0,19,14.73,0,2,8.9,56,26.5,18.4,-0.6383844591746642,0
18.2,0.0,18.5,3,30,14.82,0,20,10.6,65,25.0,11.5,-0.6250496486104377,0
18.4,0.0,18.2,0,42,14.81,0,0,10.5,65,24.0,15.5,-0.6115298757991053,0
18.2,0.0,17.2,1,319,13.78,0,12,11.8,70,21.8,10.1,-0.5978291414589552,0
18.0,0.0,14.0,3,285,11.02,0,38,11.0,67,18.4,10.1,-0.5839514998576998,0
17.6,0.7,15.9,51,329,12.95,2,16,10.4,66,14.4,2.9,-0.5699010576127624,1
17.5,0.0,19.7,3,9,12.16,0,28,11.2,71,24.6,9.4,-0.5556819724760489,0
18.1,0.0,15.5,3,3,11.5,0,34,10.2,63,21.9,14.4,-0.5412984521036173,0
17.4,0.0,14.1,3,358,11.15,0,33,11.3,70,17.5,7.6,-0.5267547528105542,0
18.1,0.0,15.7,3,29,13.42,0,34,11.0,66,17.7,7.9,-0.5120551783114646,0
17.8,0.0,19.6,3,42,13.31,0,50,10.7,66,23.6,14.0,-0.4972040784469378,0
17.6,0.0,16.3,3,184,14.31,0,22,7.5,57,17.2,9.4,-0.4822058478963526,0
16.1,0.0,15.1,0,242,14.04,0,0,4.9,50,18.8,10.1,-0.46706492487743034,0
15.4,0.0,9.7,3,239,14.02,0,23,4.6,50,14.6,10.1,-0.451785789832884,0
15.1,0.0,16.8,2,228,13.86,0,10,4.5,52,17.3,6.5,-0.4363729641045924,0
15.3,0.0,25.3,3,215,13.72,0,15,4.0,49,30.4,12.6,-0.42083100859565564,0
16.7,0.7,24.2,51,276,9.1,3,31,9.5,63,32.1,17.6,-0.4051645224207563,1
16.4,0.0,16.6,3,282,9.66,0,54,10.0,69,18.7,8.6,-0.3893781415452015,0
15.5,0.0,11.2,3,234,8.31,0,86,9.8,71,13.5,5.4,-0.37347653741307074,0
16.1,1.2,14.5,53,237,11.79,5,30,9.3,67,17.2,7.9,-0.3574644155648614,1
15.5,0.0,25.1,2,209,12.17,0,18,5.2,51,32.6,16.6,-0.34134651424503615,0
16.5,0.0,23.0,2,226,12.01,0,28,6.5,52,32.8,15.5,-0.3251276029999093,0
15.2,0.0,17.9,1,216,12.73,0,7,4.0,49,22.8,11.5,-0.30881248126625377,0
14.2,0.0,7.2,3,137,13.47,0,23,2.9,50,11.3,7.2,-0.29240597695107734,0
14.0,0.0,13.1,1,169,13.78,0,5,1.4,47,16.1,10.4,-0.27591294500296043,0
17.8,0.0,34.1,1,206,13.37,0,5,-1.0,29,42.3,25.2,-0.2593382659754056,0
15.8,0.0,26.5,2,236,12.51,0,15,3.3,43,34.6,23.0,-0.2426868445825954,0
16.3,0.0,19.3,3,218,13.26,0,18,5.9,52,27.2,16.2,-0.22596360824801906,0
16.5,0.0,21.5,0,193,13.53,0,0,4.2,46,30.0,15.5,-0.20917350564635637,0
17.4,0.0,16.9,0,183,13.6,0,1,1.4,36,25.2,17.3,-0.19232150523909483,0
18.4,0.0,20.3,3,209,13.58,0,19,1.2,36,29.0,14.0,-0.17541259380427843,0
15.7,0.0,18.6,2,345,12.96,0,20,8.4,65,27.4,15.8,-0.15845177496083632,0
15.6,0.0,16.2,2,3,13.33,0,8,6.9,58,23.1,16.9,-0.14144406768794202,0
15.4,0.0,18.2,3,40,12.55,0,47,9.5,70,22.6,13.3,-0.12439450483979998,0
16.5,0.0,15.5,1,47,13.2,0,3,10.7,72,22.5,14.0,-0.10730813165636247,0
15.9,0.0,9.8,2,22,12.45,0,15,10.8,74,14.8,9.7,-0.09019000427034513,0
16.8,0.0,7.7,0,56,13.5,0,0,8.3,62,9.2,3.2,-0.07304518821104743,0
17.0,0.0,13.7,3,183,10.72,0,52,5.6,52,17.4,8.6,-0.05587875690537313,0
16.1,0.0,19.7,3,279,9.76,0,34,8.3,63,21.3,11.9,-0.03869579017652689,0
15.8,0.0,16.3,1,240,12.48,0,17,6.7,57,19.3,11.2,-0.021501372740813793,0
16.8,0.0,11.3,3,265,11.19,0,42,8.9,61,14.8,6.8,-0.004300592702981974,0
16.5,0.0,9.5,3,202,13.83,0,10,9.2,66,13.4,5.0,0.017201575418260506,0
17.6,0.0,21.1,3,194,13.68,0,85,7.6,55,26.3,12.6,0.03439806061360801,0
16.4,0.0,11.8,2,263,13.93,0,4,7.0,55,17.0,8.6,0.051584366869408364,0
15.5,0.0,10.8,1,336,13.17,0,6,8.1,64,15.6,8.6,0.06875540848113941,0
15.1,0.0,15.3,0,24,13.31,0,7,8.8,70,20.0,9.4,0.08590610426133272,0
15.5,0.0,19.4,0,52,14.19,0,0,8.9,69,28.3,21.2,0.10303137904317879,0
16.8,0.0,9.7,0,34,14.35,0,0,8.2,63,13.0,10.4,0.1201261651823505,0
18.1,0.0,11.8,0,55,14.37,0,0,7.1,55,15.1,8.3,0.13718540405660057,0
18.2,0.0,10.0,0,53,14.67,0,0,7.5,55,14.5,12.2,0.1542040475626894,0
18.2,0.0,9.7,2,162,14.37,0,13,4.6,45,14.5,7.2,0.17117705961019986,0
16.7,0.0,14.2,3,1,14.58,0,63,6.6,52,18.1,9.0,0.18809941761179758,0
15.2,0.0,12.0,3,20,10.06,0,96,10.2,74,18.4,10.8,0.20496611396949532,0
15.0,0.0,9.7,3,269,14.7,0,26,6.8,61,13.8,5.8,0.22177215755648186,0
14.6,0.0,19.9,3,202,14.63,0,24,4.3,53,23.5,10.8,0.23851257519407648,0
15.8,0.0,14.5,0,194,15.11,0,1,1.9,42,21.5,11.9,0.2551824131233728,0
15.3,0.0,8.7,1,126,15.06,0,5,2.0,46,12.5,5.0,0.2717767384711357,0
15.9,0.0,15.8,3,214,13.2,0,53,1.2,41,17.3,10.1,0.2882906407095177,0
15.5,0.0,20.5,3,273,13.5,0,34,5.6,55,26.6,11.5,0.3047192331091634,0
15.2,0.0,25.4,3,226,11.63,0,58,5.8,55,31.4,20.9,0.321057654185271,0
14.8,2.5,19.2,61,240,13.85,5,41,5.8,57,25.8,9.7,0.3373010691361842,1
13.5,0.0,10.8,3,248,14.8,0,27,3.0,52,13.2,5.0,0.3534446712740877,0
14.1,0.0,19.2,3,178,15.13,0,22,2.7,49,23.9,5.8,0.3694836834473831,0
15.1,0.0,16.0,2,236,15.61,0,18,3.7,48,19.5,11.2,0.38541335945432564,0
13.3,0.0,28.6,3,249,15.27,0,16,3.5,55,27.7,5.4,0.4012289854475009,0
13.0,0.0,22.7,3,303,12.25,0,48,5.1,62,26.6,14.4,0.4169258813287287,0
13.0,0.0,14.2,3,353,11.77,0,90,3.8,55,19.3,9.4,0.4324994021339788,0
13.3,0.0,20.1,3,54,16.05,0,50,3.1,53,24.8,14.0,0.44794493940789115,0
15.0,0.0,24.8,0,202,16.38,0,2,0.3,41,29.7,12.6,0.4632579225674917,0
17.0,0.0,17.1,3,176,16.66,0,26,-3.1,28,21.2,10.4,0.4784338202547012,0
21.0,0.0,32.7,3,195,9.33,0,43,-5.7,17,46.3,13.3,0.49346814167723735,0
16.3,0.0,11.7,1,349,16.38,0,2,5.2,49,14.4,7.9,0.5083564379375122,0
15.8,0.0,12.8,0,38,17.03,0,0,4.0,51,19.0,12.2,0.5230943033491326,0
15.2,0.0,11.7,3,247,16.61,0,30,0.2,41,15.5,8.6,0.5376773767406141,0
13.6,0.0,24.0,3,308,13.37,0,41,2.9,51,30.9,12.6,0.5521013427459208,0
11.9,0.0,24.0,3,307,11.3,0,50,3.3,58,28.8,14.0,0.5663619330814524,0
12.3,0.0,22.7,3,305,11.56,0,48,2.4,52,27.0,10.1,0.580454927809098,0
11.4,0.0,12.8,1,2,16.4,0,19,1.4,54,17.2,10.4,0.5943761565849831,0
11.2,0.0,11.8,0,156,17.87,0,0,0.0,51,15.6,8.6,0.6081214998935418,0
14.6,0.0,29.1,3,189,16.29,0,36,-1.6,34,36.7,16.6,0.6216868902665479,0
16.4,0.0,23.1,3,225,17.56,0,13,0.1,33,25.3,6.8,0.6350683134867438,0
16.6,0.0,11.2,3,145,17.63,0,46,1.5,41,17.3,6.8,0.6482618097757122,0
20.5,0.0,28.2,3,191,18.17,0,50,-1.1,25,32.6,13.7,0.6612634749656386,0
18.1,0.0,14.1,3,60,17.81,0,33,5.5,51,18.0,11.5,0.6740694616546161,0
21.8,0.0,13.3,3,124,18.37,0,32,1.6,32,17.9,10.1,0.6866759803451553,0
22.2,0.0,10.1,3,108,18.04,0,70,-0.4,25,12.9,9.4,0.6990793005655562,0
22.9,0.0,19.4,3,188,17.64,0,69,-0.2,24,22.1,10.8,0.7112757519738152,0
20.5,0.0,13.8,3,6,17.45,0,31,6.6,43,17.2,10.4,0.7232617254437388,0
22.7,0.0,13.7,2,156,18.58,0,32,7.8,45,19.5,9.7,0.7350336741329413,0
22.9,0.0,14.4,0,339,18.89,0,0,7.4,40,19.8,9.0,0.746588114532413,0
21.6,0.0,12.9,0,22,19.1,0,0,6.0,41,14.0,7.2,0.7579216274973472,0
21.8,0.0,7.9,1,107,19.39,0,5,5.0,39,11.2,7.2,0.7690308592589181,0
22.3,0.0,19.1,3,269,16.86,0,35,5.6,36,28.4,10.4,0.7799125224167177,0
16.8,0.0,14.2,3,10,18.87,0,53,8.1,61,23.6,16.9,0.7905633969115482,0
16.1,0.0,13.0,2,19,19.59,0,11,7.0,59,20.5,11.9,0.8009803309782905,0
16.7,0.2,13.5,51,55,18.2,2,46,6.3,54,19.8,11.5,0.8111602420785621,1
15.6,4.6,24.2,61,261,14.48,7,53,8.0,62,26.9,10.4,0.8211001178128892,1
15.3,0.3,25.7,51,272,14.44,2,31,8.4,65,33.2,19.4,0.8307970168121247,1
16.0,0.0,19.8,0,238,19.43,0,6,7.0,59,24.7,13.0,0.8402480696078469,0
16.9,0.0,25.6,3,268,14.4,0,40,5.7,49,38.7,24.8,0.8494504794814806,0
16.8,0.0,15.4,2,310,19.65,0,21,8.0,59,22.4,13.0,0.8584015232918917,0
18.5,0.0,18.8,3,192,20.52,0,28,6.0,52,22.6,7.2,0.8670985522812081,0
18.8,0.0,19.9,2,292,20.46,0,6,8.4,54,24.8,12.6,0.8755389928586302,0
16.9,0.0,9.9,3,18,20.01,0,32,8.3,64,13.7,7.2,0.8837203473619977,0
22.1,0.0,26.2,3,206,20.08,0,37,3.2,33,31.4,9.4,0.8916401947968874,0
18.6,0.0,11.0,0,359,21.47,0,1,8.8,59,17.9,11.2,0.8992961915530253,0
20.2,0.0,17.1,3,67,21.45,0,16,5.2,46,23.2,15.8,0.9066860720977985,0
25.6,0.0,22.3,3,170,21.94,0,12,0.3,23,25.4,14.0,0.9138076496466615,0
26.3,0.0,19.5,3,227,20.02,0,62,4.9,27,31.5,25.6,0.9206588168102428,0
23.3,0.0,18.7,3,46,21.01,0,48,12.9,56,26.9,20.2,0.9272375462179537,0
28.8,0.0,22.0,3,188,21.77,0,38,9.7,36,27.2,13.7,0.9335418911179212,0
22.5,0.0,18.0,1,18,22.0,0,5,13.2,59,24.3,14.4,0.9395699859530622,0
22.0,0.0,18.4,3,35,22.09,0,29,13.2,63,25.7,17.3,0.945320046913132,0
27.0,0.0,21.4,3,193,20.75,0,61,11.4,43,27.8,10.4,0.9507903724625832,0
23.1,0.0,22.6,0,300,22.3,0,1,10.8,47,29.8,11.2,0.9559793438440766,0
16.9,0.0,20.3,3,356,18.85,0,39,8.6,61,29.3,16.6,0.9608854255574977,0
15.7,0.0,24.1,3,343,20.26,0,58,5.7,54,28.6,16.2,0.9655071658143364,0
15.3,0.0,26.9,1,325,21.18,0,23,3.7,49,35.4,18.0,0.969843196967294,0
15.7,0.0,20.5,1,355,22.39,0,16,3.1,45,30.9,19.8,0.9738922359149924,0
15.1,0.0,25.4,1,17,22.54,0,6,3.0,47,33.2,16.6,0.9776530844816641,0
16.6,0.0,27.6,1,24,23.74,0,3,4.8,48,41.6,29.2,0.981124629771712,0
17.4,0.0,25.4,1,15,23.82,0,3,7.6,57,39.3,30.6,0.984305844499033,0
17.6,0.0,20.9,0,1,23.99,0,1,7.5,58,31.0,20.5,0.9871957872910085,0
17.2,0.0,16.0,3,337,23.35,0,37,7.5,59,19.8,10.4,0.9897936029670716,0
18.6,0.0,18.9,3,337,23.95,0,25,6.9,53,22.4,7.2,0.992098522791769,0
17.3,0.4,23.0,51,319,18.85,2,32,9.3,64,29.1,11.9,0.9941098647022418,1
18.3,0.1,17.8,51,308,19.2,1,52,10.2,63,25.8,13.7,0.9958270335100595,1
19.2,0.0,16.1,0,216,24.63,0,1,6.2,53,20.8,6.8,0.9972495210773451,0
18.6,0.0,15.1,2,325,24.49,0,11,8.3,57,21.9,11.2,0.998376906467142,0
17.2,0.0,13.2,0,4,25.0,0,0,6.2,55,19.2,9.0,0.9992088560679753,0
18.3,0.0,12.8,0,45,25.48,0,0,3.3,43,22.3,13.0,0.9997451236925734,0
21.2,0.0,14.7,0,45,25.37,0,0,3.0,35,20.3,11.5,0.9999855506507186,0
24.9,0.0,14.0,0,60,25.45,0,0,2.1,26,20.6,13.0,0.9999300657962057,0
26.4,0.0,22.0,3,34,24.79,0,51,3.0,25,25.6,14.8,0.9995786855478958,0
20.4,0.0,18.4,3,20,24.76,0,28,9.2,54,29.6,21.6,0.9989315138848577,0
18.8,0.0,14.9,3,14,24.49,0,46,9.8,61,25.8,17.6,0.9979887423155984,0
19.4,0.0,17.2,3,355,24.72,0,21,10.1,62,22.8,14.4,0.9967506498213929,0
18.1,0.0,17.1,3,322,23.83,0,60,9.0,59,22.5,11.2,0.9952176027737294,0
18.1,0.0,14.8,3,349,25.37,0,15,7.3,53,20.9,9.7,0.9933900548258936,0
18.8,0.0,11.4,3,35,25.52,0,17,6.9,50,19.2,11.9,0.9912685467787256,0
24.5,0.0,18.8,3,161,25.87,0,31,4.6,34,24.7,13.0,0.9888537064205885,0
25.7,0.0,30.4,3,237,23.2,0,51,4.4,30,45.4,27.7,0.986146248341595,0
18.2,0.0,17.5,1,313,25.72,0,5,7.4,54,26.4,8.3,0.9831469737221499,0
18.2,0.0,15.6,2,8,25.21,0,14,6.6,52,19.5,8.3,0.9798567700958665,0
19.7,0.0,15.8,0,43,26.58,0,0,5.5,47,23.9,15.1,0.9762766110869321,0
21.3,0.0,20.7,3,52,26.11,0,25,6.6,45,31.3,20.2,0.9724075561219968,0
21.8,0.0,20.0,0,29,26.62,0,1,9.9,53,30.2,19.4,0.9682507501166718,0
22.1,0.0,12.3,2,23,27.05,0,10,6.7,44,17.7,9.0,0.9638074231367307,0
25.9,0.0,14.2,2,62,26.63,0,10,3.1,26,20.2,12.6,0.9590788900341131,0
28.1,0.0,14.7,3,53,26.65,0,21,3.9,23,20.9,13.3,0.9540665500578387,0
26.2,0.0,20.9,3,358,18.26,0,59,9.6,37,22.2,5.4,0.9487718864399473,0
21.6,0.0,21.8,3,323,24.78,0,48,10.9,55,30.3,14.0,0.9431964659565866,0
19.0,0.0,19.1,3,311,17.35,0,30,9.3,56,28.2,10.8,0.9373419384643772,0
20.1,0.0,15.8,3,4,25.4,0,76,8.3,52,21.1,9.7,0.9312100364121947,0
21.1,0.0,18.7,1,45,27.93,0,4,5.8,43,28.5,16.2,0.9248025743285089,0
22.3,0.0,19.1,3,42,26.72,0,39,6.6,42,28.5,19.4,0.9181214482844364,0
23.7,0.0,14.8,0,40,27.64,0,0,6.3,37,23.4,13.7,0.9111686353326631,0
25.4,0.0,23.5,1,320,27.4,0,3,5.8,32,25.4,9.4,0.9039461929224011,0
21.5,0.0,18.0,3,343,25.79,0,76,11.9,60,24.9,10.8,0.8964562582905575,0
21.5,0.0,18.5,3,358,26.33,0,63,10.7,55,20.5,11.5,0.8887010478292915,0
22.2,0.0,17.7,3,359,23.89,0,54,9.9,51,25.2,11.9,0.8806828564301475,0
20.6,0.2,19.3,51,337,26.6,1,7,10.6,57,25.7,11.2,0.8724040568049612,1
20.9,0.0,15.5,1,348,27.78,0,4,9.2,53,19.8,8.3,0.8638670987837349,0
22.2,0.0,18.0,0,22,28.35,0,0,8.6,48,21.0,10.4,0.8550745085896932,0
23.3,0.0,18.1,2,26,28.51,0,10,8.5,45,24.5,13.3,0.8460288880917339,0
23.8,0.0,17.7,0,31,28.92,0,0,7.0,42,24.2,13.0,0.8367329140344921,0
24.8,0.0,13.5,0,37,29.08,0,0,5.4,38,21.5,13.3,0.8271893372462497,0
27.9,0.0,11.8,3,48,28.32,0,38,2.6,24,19.8,14.4,0.8174009818249189,0
28.7,0.0,14.4,3,21,27.58,0,47,7.2,28,19.5,10.1,0.8073707443023492,0
32.8,0.0,17.1,3,115,27.56,0,41,5.9,22,18.1,12.6,0.7971015927871943,0
26.0,0.0,20.3,3,290,28.01,0,42,12.7,47,36.3,27.7,0.7865965660866021,0
23.3,0.0,17.8,0,319,28.85,0,1,11.3,53,24.6,9.7,0.7758587728069828,0
23.4,0.0,15.9,0,336,29.34,0,0,10.0,51,21.3,8.3,0.7648913904341225,0
24.8,0.0,12.6,0,14,29.75,0,0,7.6,40,18.5,9.0,0.753697664392914,0
28.4,0.0,10.4,0,26,28.94,0,0,7.8,33,17.0,9.4,0.742280907086982,0
28.6,0.0,17.5,0,19,28.77,0,0,7.8,32,23.4,11.9,0.7306444969184916,0
31.7,0.0,22.8,3,24,27.57,0,83,7.1,25,26.3,15.1,0.7187918772884232,0
26.0,0.0,24.6,3,15,26.25,0,66,14.5,53,37.2,23.4,0.7067265555776158,0
22.7,0.0,22.4,3,345,27.64,0,59,11.9,54,33.8,22.7,0.6944521021088763,0
22.1,0.0,21.2,3,344,29.0,0,34,9.5,49,26.7,7.6,0.6819721490904629,0
22.2,0.0,18.3,3,2,27.96,0,40,10.0,50,26.8,13.0,0.6692903895412567,0
24.0,0.0,14.8,3,50,28.72,0,60,8.5,45,24.6,15.1,0.6564105761979381,0
24.9,0.0,21.9,3,317,28.37,0,47,10.5,43,27.9,7.9,0.6433365204044917,0
22.3,0.0,18.1,3,335,29.06,0,14,10.3,51,27.6,8.3,0.6300720909843687,0
22.6,0.0,20.0,1,12,28.9,0,6,10.8,52,24.4,9.7,0.6166212130956382,0
23.8,0.0,18.6,0,45,28.98,0,0,9.8,48,28.3,17.3,0.6029878670694714,0
26.8,0.0,20.6,2,67,27.78,0,15,9.6,41,33.0,26.3,0.5891760872322963,0
27.0,0.0,22.6,1,267,29.21,0,6,10.1,36,34.3,11.9,0.5751899607119775,0
24.5,0.0,17.1,0,315,28.97,0,0,12.5,53,26.8,12.6,0.5610336262283677,0
25.7,0.0,17.7,0,341,29.25,0,0,11.2,47,24.4,9.0,0.5467112728685939,0
26.3,0.0,17.2,0,19,29.47,0,0,10.0,41,23.0,11.9,0.5322271388474397,0
28.2,0.0,15.2,0,35,29.56,0,0,10.6,40,22.1,14.0,0.5175855102531889,0
31.7,0.0,24.5,3,215,28.96,0,19,6.5,25,27.1,16.9,0.5027907197793043,0
28.5,0.0,19.1,1,270,28.84,0,4,12.2,40,25.7,6.8,0.4878471454423119,0
27.3,0.0,22.6,0,3,28.65,0,0,12.7,45,23.4,9.0,0.47275920928627757,0
26.1,0.0,22.0,3,9,29.12,0,4,13.3,49,28.0,14.4,0.4575313760742512,0
25.6,0.0,22.5,2,25,29.52,0,14,12.1,50,29.9,15.5,0.44216815196707204,0
29.6,0.0,15.3,3,36,27.85,0,24,11.6,37,22.5,13.3,0.42667408318992467,0
27.6,0.0,21.7,1,354,28.56,0,3,15.3,50,28.8,16.9,0.4110537546870351,0
24.8,0.0,20.9,2,348,28.36,0,7,13.9,55,30.0,15.1,0.3953117887649151,0
25.3,0.0,18.7,0,337,29.2,0,0,12.3,50,23.5,8.3,0.37945284372454435,0
27.9,0.0,19.5,0,56,28.69,0,2,10.6,39,18.0,8.3,0.36348161248290634,0
27.9,0.0,21.4,1,4,28.45,0,2,13.6,43,36.7,31.7,0.3474028211842774,0
26.9,0.0,18.0,0,350,28.81,0,0,14.8,51,21.2,10.4,0.3312212278016865,0
27.8,0.0,18.4,2,354,27.5,0,9,14.6,49,23.9,11.2,0.31494162072895193,0
27.6,0.0,16.5,0,347,28.93,0,0,15.2,52,22.8,7.9,0.2985688173637202,0
28.6,0.0,18.8,0,359,29.1,0,0,14.6,47,25.6,11.5,0.2821076626819194,0
29.6,0.0,20.5,1,347,28.78,0,2,16.6,52,26.3,11.5,0.26556302780405594,0
30.4,0.0,20.0,0,341,29.29,0,0,16.1,51,25.6,9.7,0.24893980855376657,0
30.9,0.0,21.9,0,311,29.56,0,0,13.6,44,25.3,10.1,0.23224292400907015,0
30.2,0.0,15.9,0,305,29.08,0,0,14.0,44,21.3,7.2,0.21547731504673012,0
34.3,0.0,26.0,0,85,29.19,0,1,9.7,28,25.8,14.8,0.19864794288017112,0
34.0,0.0,20.0,0,38,29.22,0,0,10.3,27,22.6,11.2,0.18175978759137534,0
32.1,0.0,24.5,0,316,29.58,0,0,10.8,30,31.2,14.8,0.16481784665719793,0
29.9,0.0,19.1,0,343,28.75,0,0,14.8,44,22.3,9.7,0.14782713347053048,0
27.5,0.0,20.1,1,341,29.21,0,6,14.4,48,28.6,15.1,0.13079267585675922,0
25.6,0.0,20.5,1,318,27.59,0,5,13.9,52,27.9,9.0,0.11371951458594969,0
25.7,0.0,20.6,0,319,28.08,0,3,14.0,52,23.7,8.6,0.0966127018812031,0
26.4,0.0,14.8,0,4,29.61,0,0,12.0,46,20.8,8.6,0.07947729992362097,0
29.7,0.0,14.6,0,53,28.85,0,0,11.2,38,22.7,12.6,0.062318379354325076,0
31.2,0.0,20.4,0,332,29.04,0,0,11.9,32,29.1,16.9,0.04514101777397193,0
26.8,0.0,17.7,1,359,28.64,0,4,15.4,55,26.4,14.0,0.02795029824021032,0
26.8,0.0,18.7,0,1,29.14,0,0,14.0,50,24.7,10.1,0.01075130776352193,0
27.0,0.0,20.2,0,2,28.16,0,3,15.7,54,28.9,11.9,-0.00645086419810515,0
27.1,0.0,19.9,2,4,28.2,0,13,16.0,56,28.0,14.0,-0.023651127245231586,0
28.3,0.0,21.3,3,0,27.93,0,19,17.4,57,29.7,17.3,-0.04084439154329611,0
28.3,0.0,19.9,3,348,28.61,0,18,16.9,56,27.5,16.9,-0.05802556932878035,0
27.9,0.0,16.7,1,342,28.97,0,9,16.7,57,22.2,7.6,-0.07518957641475855,0
27.9,0.0,17.6,3,332,28.75,0,10,16.2,56,24.5,8.6,-0.09233133369539122,0
27.7,0.0,18.7,0,337,28.86,0,1,16.5,56,24.9,8.6,-0.10944576864891556,0
28.2,0.0,20.5,0,359,28.62,0,0,17.6,58,29.0,11.2,-0.12652781683868314,0
27.5,0.0,21.0,1,0,28.41,0,3,17.2,58,29.4,15.8,-0.1435724234118113,0
27.2,0.0,20.5,0,4,28.13,0,2,15.8,53,29.7,13.3,-0.16057454459499376,0
27.8,0.0,21.1,1,10,27.85,0,7,17.0,57,34.6,23.8,-0.17752914918703497,0
28.0,0.0,19.1,3,3,27.74,0,12,17.3,57,31.9,22.3,-0.19443122004766195,0
28.5,0.0,19.7,0,348,28.6,0,0,16.8,56,28.5,15.5,-0.2112757555821793,0
28.5,0.0,18.1,0,325,28.62,0,0,17.4,56,23.9,10.1,-0.2280577712215198,0
29.3,0.0,14.0,0,297,28.39,0,0,18.1,55,21.3,7.2,-0.24477230089725957,0
29.5,0.0,14.1,1,330,28.21,0,5,18.0,57,20.6,7.6,-0.2614143985111562,0
30.4,0.0,15.4,0,343,28.19,0,0,18.0,51,22.0,7.6,-0.2779791393987801,0
29.1,0.0,16.1,2,351,28.06,0,6,17.9,57,23.1,10.8,-0.2944616217868012,0
28.7,0.0,16.3,0,349,28.52,0,0,16.1,51,23.1,9.7,-0.3108569682435036,0
28.6,0.0,21.3,0,330,28.24,0,0,16.6,53,26.6,8.6,-0.3271603271220951,0
28.2,0.0,21.1,2,335,27.27,0,9,19.3,63,28.0,12.2,-0.34336687399638804,0
28.6,0.0,19.4,2,311,27.09,0,8,19.3,62,25.9,8.6,-0.3594718130884232,0
29.4,0.0,16.8,2,283,25.99,0,13,18.9,57,23.0,9.0,-0.3754703786876202,0
30.4,0.0,13.7,1,306,27.89,0,2,18.1,55,20.6,8.3,-0.3913578365610259,0
33.0,0.0,18.5,0,11,28.01,0,0,14.4,37,17.4,10.1,-0.4071294853542516,0
31.3,0.0,18.5,0,12,27.45,0,2,18.5,52,27.2,16.2,-0.4227806579826773,0
28.6,0.0,20.5,1,348,26.24,0,5,17.5,55,29.5,13.0,-0.4383067230125192,0
28.5,0.0,20.5,1,344,27.68,0,4,16.7,55,28.3,13.3,-0.45370308603134424,0
28.7,0.0,16.9,0,4,27.3,0,2,16.9,55,22.2,9.0,-0.46896519100763184,0
29.9,0.0,16.6,1,9,26.45,0,6,17.5,53,26.6,15.1,-0.48408852163897587,0
30.1,0.0,18.7,3,335,26.38,0,11,18.7,55,25.3,13.0,-0.4990686026885319,0
29.6,0.0,16.6,3,318,26.5,0,13,19.5,60,26.0,12.6,-0.5139010013093103,0
29.5,0.0,18.0,3,311,25.52,0,22,19.9,62,26.3,15.1,-0.5285813283559292,0
30.4,0.0,14.9,0,311,27.32,0,1,17.3,54,20.9,8.3,-0.5431052396834317,0
33.5,0.0,19.7,0,83,26.49,0,2,14.3,38,23.2,15.1,-0.5574684374327892,0
31.6,0.0,24.1,0,11,27.37,0,1,18.0,51,27.2,18.7,-0.5716666713027052,0
